url,title,full_text,date_published,views,tags,page,target
https://ria.ru/20250405/novokuznetsk-2009506183.html,В Новокузнецке дерево упало на мужчину,"КЕМЕРОВО, 5 апр – РИА Новости. Шквалистый ветер сломал дерево в Новокузнецке, которое упало на мужчину, он в реанимации, сообщили РИА Новости в администрации города.

""Мужчина утром шел в 6 утра, как раз, когда были самые сильные порывы ветра. Дерево на него упало, он по тротуару шел, у него черепно-мозговая травма, находится в реанимации в тяжелом состоянии"", – рассказала собеседница агентства.

Как уточнил в своем Telegram-канале глава города Денис Ильин, из-за ветра упавшими деревьями повреждено 16 автомобилей, труба котельной, упали 2 светофора (в Бызово и Новобайдаевке), а также столб с дорожным знаком, повреждены 5 остановочных павильонов, на 11 объектах образования частично повредилась кровля.

""На 14.00 (10.00 мск) без электроснабжения 16 многоквартирных домов и 2223 дома частного сектора в Орджоникидзевском и Куйбышевском районах. Работают бригады Россетей. ПВР не разворачивались"", – написал Ильин.

Мэр города добавил, что во всех районах города работают оперативные группы по выявлению и устранению последствий штормового ветра, усилен состав аварийно-ремонтных бригад ресурсоснабжающих организаций, поисково-спасательной службы.

""Ситуацию держим на контроле. Прошу сохранять спокойствие, по возможности оставаться дома"", – написал Ильин.",12:07 05.04.2025,0,"['Происшествия', 'Новокузнецк', 'Куйбышевский район', 'Россети']",1,true
https://ria.ru/20250405/gorlovka-2009505882.html,В Горловке при обстрелах пострадали две женщины,"ДОНЕЦК, 5 апр - РИА Новости. Две мирных жительницы пострадали из-за обстрелов Горловки в ДНР, сообщил мэр города Иван Приходько в Telegram-канале.

""В результате украинской вооруженной агрессии в жилом массиве ""Комсомолец"" ранена мирная жительница Горловки... Вследствие обстрела центра Горловки с позиций украинских нацистов ранена мирная жительница"", - написал Приходько.

Горловка расположена в 50 километрах севернее Донецка, в городе находятся химический концерн ""Стирол"" и угледобывающие предприятия. Это один из крупнейших населенных пунктов ДНР, до начала конфликта в Донбассе население Горловки насчитывало более 250 тысяч человек.",12:00 05.04.2025,43,"['В мире', 'Горловка', 'Донецкая Народная Республика', 'Донецк', 'Иван Приходько']",1,true
https://ria.ru/20250405/kiev-2009505435.html,FT: Киев расследует утечку проекта соглашения с США по ресурсам,"МОСКВА, 5 апр - РИА Новости. Киевский режим расследует утечку последнего проекта соглашения с США по украинским ресурсам среди сотрудников различных министерств Украины, в том числе с использованием тестов на полиграфе, сообщает британская газета Financial Times со ссылкой на украинских чиновников.

Депутат Верховной рады от партии ""Голос"" Ярослав Железняк 27 марта сообщил, что новый проект соглашения по украинским ресурсам, предложенный США, подразумевает участие Соединенных Штатов в управлении всеми украинскими полезными ископаемыми, включая нефть и газ. В нем нет ни слова о гарантиях безопасности для Украины. Проект предполагает, что вклад Штатов - это уже оказанная с 2022 года помощь киевскому режиму, уточнил парламентарий.

""По словам правительственных чиновников, (Владимир) Зеленский поручил службе внутренней безопасности Украины расследовать утечку последнего предложения США по извлечению прибыли из украинских ресурсов в рамках проверки, которая включает использование полиграфа... Украинские чиновники завили, что тесты на детекторе лжи проводились среди сотрудников ряда министерств"", - говорится в сообщении издания.

По данным газеты, пока неясно, сколько человек уже было допрошено.

Украинские СМИ ранее сообщили, что новый проект соглашения США и Украины по полезным ископаемым предполагает возврат киевским режимом средств за всю помощь, оказанную ему руководством в Вашингтоне. Также СМИ писали, что нынешний документ пересекает почти все ""красные линии"", согласованные ранее властями в Киеве и Вашингтоне, лишает Украину части суверенитета и противоречит будущему членству страны в Евросоюзе. По мнению украинских журналистов, решение о начале выплат может стать прецедентом, после которого все остальные доноры киевского режима могут потребовать возврата своих вложений.

Британский журнал Spectator также назвал одним из условий новой сделки запрет компаниям, добывающим минералы на Украине, на продажу ресурсов ""стратегическим конкурентам"" Соединенных Штатов. Издание считает, что Евросоюз мог бы попасть в категорию таких конкурентов из-за напряженных отношений с США.",11:52 05.04.2025,1277,"['В мире', 'Украина', 'США', 'Вашингтон (штат)', 'Верховная Рада Украины', 'Spectator']",1,true
https://ria.ru/20250405/putin-2009504713.html,"""Показал им"": в Европе неожиданно высказались о Путине","МОСКВА, 5 апр — РИА Новости. Президента России Владимира Путина ненавидят на Западе за то, что он избавил российское государство от внешнего влияния и отстаивает его независимость, пишет сербское издание ""Печат"".

""Владимир Путин в который раз показал им (Западу. — Прим. ред.), что его козыри — огромное, почти неиссякаемое терпение и долгосрочная стратегическая концепция того, как Россия и мир должны выглядеть в ближайшие десять, 20 или 30 лет"", — говорится в публикации.

За время своего нахождения на посту, продолжает автор, российскому лидеру удалось не только вывести свою страну из враждебной сферы влияния, но и пресечь все попытки недружественных государств посягнуть на самостоятельность и безопасность России.

На прошлой неделе Путин в очередной раз подчеркнул, что Россия не допустит посягательств на свой суверенитет и защитит свои национальные интересы

Москва в последние годы заявляет о беспрецедентной активности НАТО у западных границ. Альянс расширяет инициативы и называет это ""сдерживанием российской агрессии"". В Кремле отмечали, что Россия никому не угрожает, но не оставит без внимания действия, потенциально опасные для страны.

Глава государства неоднократно подробно объяснил, что Москва не собирается нападать на страны НАТО, в этом нет никакого смысла. Российский лидер отметил, что западные политики регулярно запугивают свое население мнимой российской угрозой, чтобы отвлечь внимание от внутренних проблем, однако ""умные люди прекрасно понимают, что это фейк"".

Полный текст статьи читайте на сайте ИноСМИ >>",11:45 05.04.2025,2911,"['Россия', 'Москва', 'Европа', 'НАТО', 'Владимир Путин']",1,true
https://ria.ru/20250405/sud-2009504278.html,"Журналистку Яппарову оштрафовали за сотрудничество с ""Медузой""*","МОСКВА, 5 апр - РИА Новости. Суд оштрафовал на 15 тысяч рублей журналистку Лилию Яппарову за сотрудничество с ""Медузой""*, сообщается в Telegram-канале судов общей юрисдикции столицы.

""Медуза""* включена Минюстом в список иноагентов в 2021 году. Деятельность иностранной организации Limited liability company (SIA) ""Medusa Project""* (""Проект Медуза""*) признана нежелательной решением Генпрокуратуры РФ в январе 2023 года, в феврале организация включена в перечень иностранных и международных неправительственных организаций, деятельность которых признана нежелательной в России.

* Организация, признанная в Россией нежелательной и иностранным агентом",11:43 05.04.2025,533,"['Россия', 'Москва', 'Генеральная прокуратура РФ', 'Происшествия']",1,true
https://ria.ru/20250405/glava-2009502070.html,Глава РФПИ призвал Макфола быть миротворцем,"МОСКВА, 5 апр - РИА Новости. Глава Российского фонда прямых инвестиций (РФПИ) и спецпредставитель президента РФ по инвестиционно-экономическому сотрудничеству с зарубежными странами Кирилл Дмитриев призвал бывшего американского посла в России Майкла Макфола быть миротворцем и заявил, что верит в него.

В пятницу Макфол на своей странице в соцсети X призывал главу РФПИ ""перестать преувеличивать угрозы о третьей мировой войне"" и признаться якобы в желании ""подкупить США экономическими сделками"".

""Дорогой Майк, я верю в тебя. Ты можешь перестать быть игроком глубинного государства (или ""профессионального государства"", как тебе больше нравится). Оставь свои нереалистичные скучные мантры - начни предлагать реалистичные решения. Будь миротворцем… Кто знает, может быть, твои приятели из ""профессионального государства"" последуют твоему примеру"", - написал Дмитриев на своей странице в соцсети X в ответ на публикацию Макфола.

Ранее Дмитриев сообщил журналистам, что в среду-четверг по поручению президента РФ Владимира Путина проводил встречи в Вашингтоне с ключевыми чиновниками администрации американского лидера Дональда Трампа. По словам Дмитриева, в ходе переговоров обсуждались много вопросов по восстановлению отношений между Россией и США, в том числе экономическое сотрудничество, а также возобновление прямого авиасообщения между странами.",11:21 05.04.2025,2125,"['Россия', 'США', 'Вашингтон (штат)', 'Кирилл Дмитриев', 'Майкл Макфол']",1,true
https://ria.ru/20250405/matkapital-1733022511.html,Материнский капитал — 2025: сумма выплаты и на что ее можно потратить,"МОСКВА, 12 мар - РИА Новости. Материнский капитал — это мера социальной поддержки семей с детьми. Суть программы, кто имеет право на семейный капитал и как его получить, размер выплаты при рождении первого, второго и третьего ребенка в 2025 году, на что можно использовать эту сумму, особенности выделения долей детям и сколько раз можно получить материнский капитал, — в материале РИА Новости.

Материнский капитал в виде государственной финансовой поддержки введен 1 января 2007 года с целью повышения рождаемости в стране. ""Маткапитал регулируется нормами федерального закона от 26 декабря 2006 г. № 256-ФЗ ""О мерах дополнительной поддержки семей, имеющих детей"", — поясняет юрист Александр Иванов. — Чтобы получить деньги, нужно соблюсти ряд условий. В 2020 году в законодательстве произошло важное изменение: раньше материнский капитал можно было получить только на второго и третьего ребенка, но с 2020 года выплату дают и за первого, в том числе усыновленного"".

Подать заявление на использование маткапитала можно по истечении трех лет со дня рождения малыша, который имеет право на данный вид финансовой поддержки. На первый ипотечный взнос и в ряде других случаев родители имеют право получить деньги сразу после рождения ребенка. Срок действия программы материнского капитала — до 31 декабря 2026 года.

Право на материнский капитал согласно закону № 256-ФЗ имеют:

Если мать ребенка умерла или была лишена родительских прав, то отец может вместо нее получить материнский капитал. Для этого нужно будет представить документы, подтверждающие право на него, например, свидетельство о смерти. Также несовершеннолетние дети могут получить маткапитал, если обучаются по очной форме и право матери или отца на выплату не действуют. В любом из этих случаев родители и дети должны быть гражданами РФ.

""Также право на получение материнского капитала имеет мужчина, который в установленном порядке признан в качестве единственного родителя отцом детей, рожденных для него суррогатной матерью, а впоследствии вступил в брак и воспитывает своих детей в семье совместно с усыновившей (удочерившей) их супругой (постановление Конституционного Суда РФ от 29.06.2021 № 30-П)"", — поясняет ведущий юрист Европейской юридической службы Оксана Красовская.

Выплаты положены на первого‚ второго и третьего ребенка. В 2025 году материнский капитал проиндексирован на 9,5 %.

В 2025 году на первого ребёнка можно получить выплату в размере 690 266 рублей, если малыш родился или был усыновлен после 1 января 2020 года.

Размер материнского капитала на второго ребёнка зависит от того, был ли ранее назначен маткапитал на первенца. Выплату назначают, если малыш рожден или усыновлен после 1 января 2020 года или если оба ребёнка появились в семье с 2007 года. Если на первого ребенка маткапитал назначался, то в 2025 году родители могут получить получить 221 895,10 рублей. Сумма составит 912 162 рубля — если на первого ребенка маткапитал ранее не оформляли.

Выплата на третьего ребёнка возможна в двух случаях:

Если на первых двух детей материнский капитал не получали (они рождены или усыновлены до 2007 года), а третий ребенок появился в семье с 1 января 2020 года, то маткапитал на третьего составит 912 162рубля.

Если на первых двух детей материнский капитал не получали (они рождены или усыновлены до 2007 года), а третий ребенок появился в семье с 2007 до 2019 год, то сумма выплаты составит до 690 266 рублей (в зависимости от года, в котором он был назначен и средств, которые оставались в сертификате и ежегодно индексировались).

Кроме того, многодетные семьи, где третий или последующий малыш появился с 1 января 2019 года по 31 декабря 2023 года, имеет право на выплату 450 000 рублей на погашение долга по ипотеке.

""Государственный сертификат на материнский капитал можно получить в беззаявительном порядке"", — поясняет Оксана Красовская. Необходимая информация поступает в социальный фонд автоматически из органов ЗАГС.

В случае отсутствия регистрации на портале можно обратиться в СФР или МФЦ за получением сертификата на бумажном носителе, подтверждающего содержание сертификата в форме электронного документа.

Для получения бумажного сертификата понадобятся следующие документы, которые нужно предоставить в СФР:

В зависимости от ситуации могут потребоваться и другие документы. Например, документ, подтверждающий лишение матери родительских прав.

Юрист уточняет, что территориальное отделение СФР проводит проверку и выносит решение о выдаче или об отказе в выдаче сертификата в срок, не превышающий пяти рабочих дней со дня поступления сведений о рождении (усыновлении) ребенка.

Сертификат оформляется в форме электронного документа. Не позднее одного рабочего дня со дня вынесения решения о выдаче сертификата лицу, имеющему право на материнский капитал, направляются уведомление о принятом решении и сертификат в форме электронного документа посредством единого портала госуслуг, если гражданин зарегистрирован во ФГИС ""ЕСИА"".

""Срок использования материнского капитала не ограничен законодательством, владелец сертификата может использовать его в любое время с учетом требований, установленных законом № 256-ФЗ. В настоящее время получить материнский капитал могут граждане, у которых дети родятся до 31.12.2026 года, но как показывает практика, этот срок периодически продлевается "", — говорит Оксана Красовская.

В 7-й ст. закона ""О дополнительных мерах государственной поддержки семей, имеющих детей"" указаны все цели, на которые можно потратить государственную поддержку:

В 2021 году был принят закон, согласно которому женщина, в случае отказа от направления средств маткапитала на формирование пенсии, сможет воспользоваться ими в других целях спустя полгода после возврата средств в СФР.

Оксана Красовская отмечает, что законом установлены случаи, когда семейный капитал можно использовать ранее достижения ребенком возраста трех лет:

За счет средств материнского капитала можно покрыть часть ипотечного кредита. В некоторых случаях этих денег хватает на первый взнос. При этом организация, которая предоставляет кредит на недвижимость, вправе потребовать от заемщика внести часть собственных средств, чтобы доказать платежеспособность. Однако не все банки разрешают использовать маткапитал таким образом. Также средства государственной поддержки можно направить, чтобы уменьшить сумму основного долга или полностью его погасить. Заемщики должны быть в браке, в новом жилье придется обязательно выделить долю каждому ребенку.

Семьи, у которых есть материнский капитал, вправе потратить сертификат на реконструкцию и строительство загородного дома. С 17 марта 2021 года вступили в силу изменения, по которым для подтверждения того, что дом построен, нужно предоставить выписку из ЕГРН. Дом должен быть возведен после 1 января 2007 года. Если он построен до этой даты, то семья может потратить маткапитал только на его реконструкцию. Строить жилище можно с помощью компании, которая предоставляет подобные услуги, или самостоятельно. Однако в этом случае государство будет компенсировать уже потраченные деньги после того, как человек предоставит все документы и чеки. После постройки дома нужно выделить в нем доли всем членам семьи, в том числе, детям.

Кроме того, с 2024 года маткапитал можно направить на реконструкцию жилого помещения в домах блокированной постройки. К ним относятся таунхаусы, дуплексы, лейнхаусы. Раньше по закону этого делать было нельзя, из-за чего россияне, проживающие в подобных домах, не могли их реконструировать за счет средств материнского капитала.

По закону средства дают на приобретение жилого дома, а не земли, поэтому потратить их можно только на участок под индивидуальное жилищное строительство, либо землю в СНТ (садоводческом некоммерческом товариществе). Например, купить дачу, которая должна находиться на территории России.

Деньгами материнского капитала можно оплатить детский сад для ребенка, частную школу или обучение в университете, причем часть денег разрешено потратить и на аренду общежития. Образовательная организация при этом должна иметь соответствующую лицензию, а школы, которые подпадают под субсидии, не могут находиться за границей. Оплачивать материнским капиталом можно обучение сразу нескольких детей. При этом возраст ребенка не должен превышать 25 лет, а направить средства на обучение разрешено, когда младшему из детей исполнится три года. Форма обучения может быть любой: очной, заочной, вечерней, дистанционной. При этом погасить кредит на образование за счет маткапитала нельзя.

Через три года после рождения (усыновления) ребенка материнский капитал можно частично или полностью направить на формирование накопительной пенсии матери или усыновительницы. Сумму переводят на индивидуальный накопительный счет женщины, по достижении пенсионного возраста она сможет пользоваться деньгами.

Материнский капитал можно использовать для адаптации инвалидов и их интеграции в общество. При этом у родителей есть возможность получить компенсацию только за товары из утвержденного правительством списка. Перед тем, как воспользоваться материальной помощью, нужно обратиться в учреждение медико-социальной экспертизы. Там в индивидуальную программу реабилитации ребенка внесут товары и услуги из перечня. Родители могут оплачивать их своими средствами, но важно сохранять все чеки и платежные документы, чтобы вернуть деньги. Также могут понадобиться и другие документы. После этого компенсация поступит на счет родителя.

Ежемесячную выплату можно получать на ребенка в возрасте до трех лет, при условии, что размер среднедушевого дохода семьи не превышает двукратную величину прожиточного минимума на душу населения, установленную в субъекте РФ. Выплата будет производиться в размере прожиточного минимума на ребенка, установленного в субъекте проживания на дату обращения"", — говорит Оксана Красовская.

Ежемесячную выплату прекратят, если:

В 2025 году размер материнского капитала проиндексирован на 7,3%. Как менялся размер выплаты за последние годы указано в таблице.

""На уровне регионов наряду с федеральным материнским капиталом предусмотрен региональный материнский капитал, в основном он предоставляется на третьего ребенка или последующих детей, — комментирует Оксана Красовская. — Так, в 2024 году на третьего ребенка выделялся материнский капитал в Санкт-Петербурге в размере 203 837,52 руб., в Ленинградской области в размере 132 775 руб., также он есть и в других областях, например, в Ростовской, Воронежской, Саратовской, Свердловской, Челябинской. В 2025 году эти суммы будут проиндексированы"".

По словам юриста, в Ивановской области предоставляется региональный студенческий капитал. Право на него возникает у матери при рождении первого ребенка по день достижения ею возраста 24 лет, если она и отец ребенка (при его наличии) являются студентами, обучающимися впервые по очной форме по образовательным программам среднего профессионального или высшего образования. Если первенец появился на свет с 1 апреля 2024 года, студенческая семья имеет право на 1 млн рублей в дополнение к федеральному материнскому капиталу. В Тюменской области в 2024 году предусмотрен региональный материнский капитал на первого, третьего или последующих детей. Размер на первого ребенка 150000 рублей, на второго ребенка 100000 рублей.

Причинами отказа в оформлении и выдаче сертификата, а также выплате материнского капитала могут быть:

Государство контролирует оформление жилья, приобретаемого с помощью материнского капитала. По закону родители обязаны выделить долю ребенку, если на покупку недвижимости использовался маткапитал.

Чтобы исполнить обязательство, нужно выделить доли детям из совместной собственности в течение шести месяцев после покупки, завершения строительства или погашения ипотеки. При подаче заявления о распоряжении материнским капиталом владелец сертификата подтверждает свою обязанность выделить доли и определяет их размер в соглашении.

С 1 января 2024 года получить маткапитал могут только лица, которые имеют гражданство России на момент рождения ребенка. Помимо этого, ребенок должен являться гражданином России по рождению. Исключения есть только для жителей новых регионов: им средства будут выплачиваться независимо от сроков получения гражданства и его основания.

Также в январе в силу вступили поправки, согласно которым отцы имеют право направить материнский капитал на формирование своей накопительной пенсии. Ранее это право было только у матерей.

Кроме того, с этого года был увеличен до полугода после появления ребенка период, в течение которого можно обратиться за выплатой из материнского капитала и получить деньги за все время с момента рождения малыша.

Юристы ответили на популярные вопросы по материнскому капиталу.

""При разводе материнский капитал не делится, он остается у владельца сертификата. Если он был использован на улучшение жилищных условий, то должно быть исполнено обязательство по выделению долей"", — говорит Оксана Красовская.

""Обналичить всю сумму материнского капитала нельзя, даже если семья очень нуждается в деньгах, — объяснил юрист Александр Иванов. — Однако по закону есть способы, по которым можно получить часть средств. Например, при рождении второго ребенка мать имеет право на ежемесячную выплату. Также есть возможность обналичить материнский капитал на реконструкцию или строительство дома, компенсировать средства, потраченные на адаптацию ребенка-инвалида"".

Право на маткапитал у отца возникает в тех случаях, которые были описаны ранее. Отец может претендовать на субсидию, если мать умерла, лишена родительских прав или без вести пропала.

Использовать материнский капитал, по словам Оксаны Красовской, можно одновременно на различные цели, например, часть можно использовать на получение образования ребенком (детьми), а часть направить на улучшение жилищных условий. Просто поделить сумму на части нельзя.

Федеральный материнский капитал предоставляется однократно. Если семья получила материнский капитал при рождении второго ребенка, то на третьего ребенка уже право отсутствует. А если, например, семья в 2022 году получила выплату на первенца, а в 2023 году у них родится второй ребенок, то она получит 202, 6 тыс. рублей.

С 1 февраля 2025 года размер материнского капитала будет проиндексирован на 9,5% процентов (на сумму фактической инфляции). В результате стоимость сертификата составит:

Госдума на пленарном заседании 18 февраля 2025 года приняла закон о продлении программы материнского капитала до 2030 года.

Подать заявление на материнский капитал можно после рождения или усыновления малыша или в любое удобное время — ограничений нет. Президент подписал закон, позволяющий получить неистраченный маткапитал. Остаток средств до 10 тысяч рублей можно будет получить в виде единовременной выплаты. СФР самостоятельно сообщит родителям о праве получить эти деньги.",11:21 05.04.2025,663588,"['Общество', 'Семья', 'Дети', 'Пенсионный фонд РФ', 'Материнский капитал']",1,true
https://ria.ru/20250405/gorlovka-2009501276.html,Украинские войска обстреляли Горловку кассетными снарядами,"ДОНЕЦК, 5 апр - РИА Новости. Украинские войска обстреляли Горловку, выпустив три кассетных снаряда ""натовского"" калибра в 155 миллиметров, сообщило в Telegram-канале управление администрации главы и правительства ДНР по вопросам документирования военных преступлений Украины.

""Зафиксирован обстрел со стороны ВФУ по направлению: 10.00 - населенный пункт Катериновка - населенный пункт Горловка (Центрально-Городской район): три снаряда калибром 155 миллиметров (кассетный)"", - говорится в сообщении, опубликованном ведомства.

Также сообщается о сбросе в 10.00 взрывоопасного предмета с БПЛА ВСУ в центральном районе Горловки.

Артиллерия калибра 155 миллиметров применяется странами НАТО. США поставили Украине дальнобойные гаубицы M777 калибра 155 миллиметров, украинские войска активно используют их для обстрела городов Донецкой и Луганской Народных Республик. Также украинским войскам были поставлены немецкие самоходные артиллерийские установки PzH 2000, польские САУ Krab и французские САУ CAESAR, использующие снаряды такого калибра.

Кассетные боеприпасы не обеспечены устройствами самоликвидации. По данным американских военных, от 5% до 14% из этих боеприпасов могут вообще не разорваться, так как давно лежат на складах. В этом случае они будут представлять из себя мины, угрожающие гражданскому населению даже после завершения конфликта.

Горловка расположена в 50 километрах севернее Донецка. В городе находятся химический концерн ""Стирол"" и угледобывающие предприятия. Это один из крупнейших населенных пунктов ДНР, до начала конфликта в Донбассе население Горловки насчитывало более 250 тысяч человек.",11:16 05.04.2025,322,"['Горловка', 'Донецкая Народная Республика', 'Украина', 'Вооруженные силы Украины']",1,true
