url,title,full_text,date_published,views,tags,page,target
https://ria.ru/20250415/khezbolla-2011383901.html,"Президент Ливана заявил, что ""Хезболла"" может быть интегрирована в армию","БЕЙРУТ, 15 апр - РИА Новости. Бойцы ливанского движения ""Хезболлах"" могут быть интегрированы в состав вооруженных сил Ливана, но не как отдельное подразделение, заявил президент Ливана Джозеф Аун в интервью панарабскому изданию Al-Araby Al-Jadeed.",15:58 15.04.2025,0,"['В мире', 'Ливан', 'Джозеф Аун', 'Хезболла', 'Аль-Хашд аш-Шааби']",1,true
https://ria.ru/20250415/bastrykin-2011383595.html,Бастрыкину доложат о расследовании убийства отца дочерью в Москве,"МОСКВА, 15 апр - РИА Новости. Руководитель столичного главка СК России Андрей Стрижов доложит главе ведомства Александру Бастрыкину о ходе расследования дела об убийстве в Москве мужчины, предположительно, его дочерью-подростком, заступившейся за старшую сестру, сообщается в Telegram-канале СК РФ.",15:55 15.04.2025,189,"['Происшествия', 'Александр Бастрыкин', 'Убийство мужчины на юге Москвы', 'Москва']",1,true
https://ria.ru/20250415/gaz-2011381346.html,Посол КНР высказался о поставках газа из России в Китай через Казахстан,"МОСКВА, 15 апр - РИА Новости. Поставки газа из России в Китай через Казахстан невозможны, потому что проходящий между двумя азиатскими странами газопровод уже серьезно эксплуатируется, рассказал посол КНР в РФ Чжан Ханьхуэй.",15:52 15.04.2025,767,"['Экономика', 'Китай', 'Россия', 'Казахстан', 'Чжан Ханьхуэй', 'Природный газ']",1,true
https://ria.ru/20250415/vilkina-2011382679.html,Умерла актриса Татьяна Вилькина,"МОСКВА, 15 апр — РИА Новости. На 52-м году жизни скончалась артистка Татьяна Вилькина, сообщает Telegram-канал SHOT.",15:49 15.04.2025,1712,"['Москва', 'Россия']",1,true
https://ria.ru/20250415/moskva-2011382525.html,В центре Москвы начали наносить разметку для репетиций и Парада Победы,"МОСКВА, 15 апр - РИА Новости. Временную разметку для репетиций и Парада Победы начали наносить в центре Москвы, сообщается в Telegram-канале столичного комплекса городского хозяйства.",15:49 15.04.2025,18,"['Москва Сегодня: мегаполис для жизни', 'Общество', 'Городское хозяйство Москвы']",1,true
https://ria.ru/20250415/medsestra-2011382281.html,В Нижнем Новгороде избили медсестру скорой помощи,"НИЖНИЙ НОВГОРОД, 15 апр - РИА Новости. Сотрудницу скорой помощи избили во время вызова в Нижнем Новгороде, у нее черепно-мозговая травма, сообщила региональная трудовая инспекция.",15:48 15.04.2025,637,"['Происшествия', 'Нижний Новгород', 'Россия', 'Нижегородская область']",1,true
https://ria.ru/20250415/peterburg-2011381959.html,В Петербурге общественницу осудили за фейки о российской армии,"С.-ПЕТЕРБУРГ, 15 апр - РИА Новости. Петербургскую общественницу Анну Александрову суд приговорил к 5 годам 2 месяцам колонии по обвинению в распространении в соцсетях фейков о российской армии, сообщает объединенная пресс-служба судов города.",15:48 15.04.2025,252,"['Россия', 'Санкт-Петербург']",1,true
https://ria.ru/20250415/vzyatka-2011378757.html,Двум ивановским чиновникам грозит до 15 лет по делу о взятке,"ВОРОНЕЖ, 15 апр - РИА Новости. Начальнику департамента дорожного хозяйства Ивановской области и его первому заместителю, которых задержали за взятки, грозит до 15 лет лишения свободы, следует из Уголовного кодекса РФ.",15:46 15.04.2025,228,"['Происшествия', 'ЖКХ', 'Ивановская область', 'Россия']",1,true
https://ria.ru/20250415/krossover-2011381032.html,В Костроме кроссовер сбил женщину с ребенком,"ЯРОСЛАВЛЬ, 15 апр – РИА Новости. Кроссовер в Костроме, стремясь уйти от столкновения с грузовиком на перекрестке, сбил переходивших дорогу маму с трехлетним ребенком, женщина находится в коме, сообщила областная прокуратура.",15:44 15.04.2025,411,"['Происшествия', 'Кострома', 'Россия', 'ДТП']",1,true
https://ria.ru/20250415/yaytsa-1865335811.html,Яйца на Пасху в каркаде: как правильно покрасить в разные цвета,"МОСКВА, 4 мая — РИА Новости. Каркаде — лепестки суданской розы, или гибискуса, из которых заваривают ароматный терпкий чай, также используется для изготовления крашенок. Рецепты, как правильно покрасить пасхальные яйца в каркаде, какого оттенка они будут, если сочетать этот натуральный краситель с куркумой, луковой шелухой, уксусом, — в материале РИА Новости.",15:44 15.04.2025,134197,"['В мире', 'Россия', 'Пасха', 'Религиозные праздники', 'Рецепты']",1,true
https://ria.ru/20250415/adg-2011380817.html,"Популярность лидера ""АдГ"" снизилась за неделю, показал опрос","МОСКВА, 15 апр - РИА Новости. Популярность лидера правой партии ""Альтернатива для Германии"" (АдГ) Алисы Вайдель снизилась за последнюю неделю, в то время как вероятный будущий канцлер ФРГ и лидер Христианско-демократического союза (ХДС) Фридрих Мерц поднялся в рейтинге самых популярных политиков Германии, свидетельствуют результаты еженедельного опроса института INSA для газеты Bild.",15:44 15.04.2025,1001,"['В мире', 'Германия', 'Бавария', 'Берлин (город)', 'Фридрих Мерц', 'Алиса Вайдель']",1,true
https://ria.ru/20250415/ermitazh-2011379709.html,Вход в Эрмитаж временно закрыли из-за сообщений об угрозе безопасности,"С.-ПЕТЕРБУРГ, 15 апр - РИА Новости. Вход в Главный музейный комплекс Государственного Эрмитажа приостановлен из-за анонимного сообщения об угрозе режиму безопасности, сообщил музей.",15:39 15.04.2025,639,"['Происшествия', 'Государственный Эрмитаж', 'Россия', 'Санкт-Петербург']",1,true
https://ria.ru/20250415/rosobrnadzor-2011379102.html,Рособрнадзор рассмотрит внедрение в ОГЭ технологий проведения ЕГЭ,"МОСКВА, 15 апр - РИА Новости. Вопросы по внедрению в ОГЭ технологий проведения ЕГЭ будут проработаны до 2026 года, сообщили в Рособрнадзоре.",15:39 15.04.2025,142,"['Общество', 'Анзор Музаев']",1,true
https://ria.ru/20250415/ubiystvo-2011379521.html,Суд в Смоленской области начал рассматривать дело об убийстве пасынка,"ЯРОСЛАВЛЬ, 15 апр – РИА Новости. Суд в Смоленской области начал рассматривать уголовное дело в отношении местного жителя, обвиняемого в убийстве своего 14-летнего пасынка и сокрытии его тела в реке, сообщает прокуратура региона.",15:38 15.04.2025,164,"['Происшествия', 'Рославльский район', 'Россия', 'Смоленская область']",1,true
https://ria.ru/20250415/frg-2011378529.html,Константинов призвал ФРГ прекратить спекуляции вокруг Taurus,"СИМФЕРОПОЛЬ, 15 апр - РИА Новости. Глава крымского парламента Владимир Константинов призвал власти Германии прекратить поддержку нацистского киевского режима и перестать спекулировать на вопросе поставок Украине крылатых ракет Taurus.",15:35 15.04.2025,991,"['Специальная военная операция на Украине', 'В мире', 'Россия', 'Украина']",1,true
https://ria.ru/20250415/gagauziya-2011378331.html,"Оппозиционная партия ""Сердце Молдовы"" выступила в защиту Гагаузии","КИШИНЕВ, 15 апр - РИА Новости. Оппозиционная молдавская партия ""Сердце Молдовы"" выступила в защиту Гагаузской автономии от политических атак со стороны Кишинева, заявила лидер политформирования, экс-глава Гагаузии Ирина Влах.",15:35 15.04.2025,184,"['В мире', 'Гагаузия', 'Кишинев', 'Молдавия', 'Ирина Влах', 'Евгения Гуцул']",1,true
https://ria.ru/20250415/pozhar-2011377333.html,В Ульяновской области пожар уничтожил шесть жилых домов,"САМАРА, 15 апр - РИА Новости. Пожар в селе Тагай Ульяновской области уничтожил шесть жилых домов и надворных построек, пострадавших нет, сообщила региональная прокуратура в своем Telegram-канале.",15:30 15.04.2025,429,"['Происшествия', 'Ульяновская область', 'Россия', 'Майнский район', 'Пожар']",1,true
https://ria.ru/20250415/zelenskij-2011376863.html,"Зеленский использовал CBS для критики Белого дома, заявил депутат Рады","МОСКВА, 15 апр - РИА Новости. Владимир Зеленский для критики администрации США намеренно выбрал телеканал CBS, с которым президент Дональд Трамп находится в состоянии конфликта, чтобы спровоцировать отказ Белого дома от прямого диалога с Киевом, заявил депутат Верховной рады Александр Дубинский, находящийся в СИЗО по обвинению в госизмене, в Telegram-канале.",15:29 15.04.2025,1216,"['В мире', 'США', 'Киев', 'Россия', 'Владимир Зеленский', 'Дональд Трамп']",1,true
https://ria.ru/20250415/parad-2011371762.html,Спикер парламента Армении оспорил слова Каллас о параде в Москве,"ЕРЕВАН, 15 апр - РИА Новости. Спикер парламента Армении Ален Симонян не согласился с позицией Евросоюза по поводу участия в параде Победы в Москве, заявив, что это также победа армянского народа.",15:28 15.04.2025,3458,"['В мире', 'Москва', 'Россия', 'Армения', 'Кайя Каллас', 'Никол Пашинян']",1,true
https://ria.ru/20250415/ubiystvo-2011375750.html,"Жительнице из Канска, убившей своих детей, грозит до 20 лет колонии","КРАСНОЯРСК, 15 апр – РИА Новости. Жительнице красноярского Канска, обвиняемой в убийстве трех своих детей, грозит до 20 лет колонии, сообщили РИА Новости в пресс-службе регионального СУСК.",15:27 15.04.2025,450,"['Происшествия', 'Красноярский край']",1,true
